nfhs4_statecode,nfhs4_state,SL_NO,ITEM_CATEGORY,region,measure,mpce
ML,Meghalaya,17,fuel and light,Urban,MMRP,142.58
KA,Karnataka,18,clothing & bedding,Urban,MMRP,143.49
KL,Kerala,18,clothing & bedding,Urban,MMRP,176.47
MP,Madhya Pradesh,18,clothing & bedding,Urban,MMRP,105.59
MH,Maharashtra,18,clothing & bedding,Urban,MMRP,158.73
MN,Manipur,18,clothing & bedding,Urban,MMRP,81.31
ML,Meghalaya,18,clothing & bedding,Urban,MMRP,151.78
KA,Karnataka,19,footwear,Urban,MMRP,28.56
KL,Kerala,19,footwear,Urban,MMRP,26.85
MP,Madhya Pradesh,19,footwear,Urban,MMRP,21.59
MH,Maharashtra,19,footwear,Urban,MMRP,31.84
MN,Manipur,19,footwear,Urban,MMRP,18.8
ML,Meghalaya,19,footwear,Urban,MMRP,47.82
KA,Karnataka,20,education,Urban,MMRP,203.26
KL,Kerala,20,education,Urban,MMRP,168.46
MP,Madhya Pradesh,20,education,Urban,MMRP,143.75
MH,Maharashtra,20,education,Urban,MMRP,210.55
MN,Manipur,20,education,Urban,MMRP,129.47
ML,Meghalaya,20,education,Urban,MMRP,204.49
KA,Karnataka,21,medical (institutional),Urban,MMRP,57.36
KL,Kerala,21,medical (institutional),Urban,MMRP,103.38
MP,Madhya Pradesh,21,medical (institutional),Urban,MMRP,31.73
MH,Maharashtra,21,medical (institutional),Urban,MMRP,86.94
MN,Manipur,21,medical (institutional),Urban,MMRP,6.23
ML,Meghalaya,21,medical (institutional),Urban,MMRP,4.98
KA,Karnataka,22,medical (non-institutional),Urban,MMRP,79.56
KL,Kerala,22,medical (non-institutional),Urban,MMRP,171.41
MP,Madhya Pradesh,22,medical (non-institutional),Urban,MMRP,93.74
MH,Maharashtra,22,medical (non-institutional),Urban,MMRP,107.75
MN,Manipur,22,medical (non-institutional),Urban,MMRP,17.02
ML,Meghalaya,22,medical (non-institutional),Urban,MMRP,24.49
KA,Karnataka,23,entertainment,Urban,MMRP,60.35
KL,Kerala,23,entertainment,Urban,MMRP,46
MP,Madhya Pradesh,23,entertainment,Urban,MMRP,30.53
MH,Maharashtra,23,entertainment,Urban,MMRP,54.63
MN,Manipur,23,entertainment,Urban,MMRP,16.38
ML,Meghalaya,23,entertainment,Urban,MMRP,58.34
KA,Karnataka,24,minor durable-type goods,Urban,MMRP,10.49
KL,Kerala,24,minor durable-type goods,Urban,MMRP,8.25
MP,Madhya Pradesh,24,minor durable-type goods,Urban,MMRP,5.85
MH,Maharashtra,24,minor durable-type goods,Urban,MMRP,9.35
MN,Manipur,24,minor durable-type goods,Urban,MMRP,5.97
ML,Meghalaya,24,minor durable-type goods,Urban,MMRP,10.24
KA,Karnataka,25,toilet articles,Urban,MMRP,68.35
KL,Kerala,25,toilet articles,Urban,MMRP,49.26
MP,Madhya Pradesh,25,toilet articles,Urban,MMRP,47.4
MH,Maharashtra,25,toilet articles,Urban,MMRP,71.08
MN,Manipur,25,toilet articles,Urban,MMRP,25.12
ML,Meghalaya,25,toilet articles,Urban,MMRP,51.76
KA,Karnataka,26,other household consumables,Urban,MMRP,57.01
KL,Kerala,26,other household consumables,Urban,MMRP,45.63
MP,Madhya Pradesh,26,other household consumables,Urban,MMRP,37.68
MH,Maharashtra,26,other household consumables,Urban,MMRP,57.67
MN,Manipur,26,other household consumables,Urban,MMRP,18.27
ML,Meghalaya,26,other household consumables,Urban,MMRP,30.61
KA,Karnataka,27,consum. services excl. conveyance,Urban,MMRP,173.94
KL,Kerala,27,consum. services excl. conveyance,Urban,MMRP,192.26
MP,Madhya Pradesh,27,consum. services excl. conveyance,Urban,MMRP,98.38
MH,Maharashtra,27,consum. services excl. conveyance,Urban,MMRP,211.88
MN,Manipur,27,consum. services excl. conveyance,Urban,MMRP,48.4
ML,Meghalaya,27,consum. services excl. conveyance,Urban,MMRP,155.07
KA,Karnataka,28,conveyance,Urban,MMRP,209.73
KL,Kerala,28,conveyance,Urban,MMRP,242.47
MP,Madhya Pradesh,28,conveyance,Urban,MMRP,135.24
MH,Maharashtra,28,conveyance,Urban,MMRP,212.58
MN,Manipur,28,conveyance,Urban,MMRP,110.21
ML,Meghalaya,28,conveyance,Urban,MMRP,174.38
KA,Karnataka,29,rent,Urban,MMRP,360.04
KL,Kerala,29,rent,Urban,MMRP,109.49
MP,Madhya Pradesh,29,rent,Urban,MMRP,82.8
MH,Maharashtra,29,rent,Urban,MMRP,206.69
MN,Manipur,29,rent,Urban,MMRP,9.61
ML,Meghalaya,29,rent,Urban,MMRP,179.87
KA,Karnataka,30,taxes & cesses,Urban,MMRP,35.51
KL,Kerala,30,taxes & cesses,Urban,MMRP,18.73
MP,Madhya Pradesh,30,taxes & cesses,Urban,MMRP,14.12
MH,Maharashtra,30,taxes & cesses,Urban,MMRP,47.3
MN,Manipur,30,taxes & cesses,Urban,MMRP,6.1
ML,Meghalaya,30,taxes & cesses,Urban,MMRP,2.71
KA,Karnataka,31,durable goods,Urban,MMRP,113.22
KL,Kerala,31,durable goods,Urban,MMRP,567.22
MP,Madhya Pradesh,31,durable goods,Urban,MMRP,131.24
MH,Maharashtra,31,durable goods,Urban,MMRP,154.08
MN,Manipur,31,durable goods,Urban,MMRP,25.51
ML,Meghalaya,31,durable goods,Urban,MMRP,53.42
KA,Karnataka,32,non-food: total (16-31),Urban,MMRP,1812.89
KL,Kerala,32,non-food: total (16-31),Urban,MMRP,2148.22
MP,Madhya Pradesh,32,non-food: total (16-31),Urban,MMRP,1189.61
MH,Maharashtra,32,non-food: total (16-31),Urban,MMRP,1863.79
MN,Manipur,32,non-food: total (16-31),Urban,MMRP,705.03
ML,Meghalaya,32,non-food: total (16-31),Urban,MMRP,1410.23
KA,Karnataka,33,total expenditure (15+32),Urban,MMRP,3025.52
KL,Kerala,33,total expenditure (15+32),Urban,MMRP,3408.45
MP,Madhya Pradesh,33,total expenditure (15+32),Urban,MMRP,2058.02
MH,Maharashtra,33,total expenditure (15+32),Urban,MMRP,3189.14
MN,Manipur,33,total expenditure (15+32),Urban,MMRP,1482.63
ML,Meghalaya,33,total expenditure (15+32),Urban,MMRP,2435.66
KA,Karnataka,34,cooked meals recd. free in workpl.*,Urban,MMRP,12.07
KL,Kerala,34,cooked meals recd. free in workpl.*,Urban,MMRP,16.16
MP,Madhya Pradesh,34,cooked meals recd. free in workpl.*,Urban,MMRP,1.66
MH,Maharashtra,34,cooked meals recd. free in workpl.*,Urban,MMRP,7
MN,Manipur,34,cooked meals recd. free in workpl.*,Urban,MMRP,0.71
ML,Meghalaya,34,cooked meals recd. free in workpl.*,Urban,MMRP,2.23
KA,Karnataka,35,cooked meals recd. as assistance *,Urban,MMRP,14.27
KL,Kerala,35,cooked meals recd. as assistance *,Urban,MMRP,10.18
MP,Madhya Pradesh,35,cooked meals recd. as assistance *,Urban,MMRP,9.94
MH,Maharashtra,35,cooked meals recd. as assistance *,Urban,MMRP,12.48
MN,Manipur,35,cooked meals recd. as assistance *,Urban,MMRP,2.28
ML,Meghalaya,35,cooked meals recd. as assistance *,Urban,MMRP,4.72
KA,Karnataka,36,clothing & footwear (2nd hand) **,Urban,MMRP,0.1
KL,Kerala,36,clothing & footwear (2nd hand) **,Urban,MMRP,0.13
MP,Madhya Pradesh,36,clothing & footwear (2nd hand) **,Urban,MMRP,0.17
MH,Maharashtra,36,clothing & footwear (2nd hand) **,Urban,MMRP,0.15
MN,Manipur,36,clothing & footwear (2nd hand) **,Urban,MMRP,3.05
ML,Meghalaya,36,clothing & footwear (2nd hand) **,Urban,MMRP,1.67
KA,Karnataka,37,"books, journals, etc. (2nd hand) @",Urban,MMRP,0.67
KL,Kerala,37,"books, journals, etc. (2nd hand) @",Urban,MMRP,0.26
MP,Madhya Pradesh,37,"books, journals, etc. (2nd hand) @",Urban,MMRP,0.79
MH,Maharashtra,37,"books, journals, etc. (2nd hand) @",Urban,MMRP,0.39
MN,Manipur,37,"books, journals, etc. (2nd hand) @",Urban,MMRP,0.42
ML,Meghalaya,37,"books, journals, etc. (2nd hand) @",Urban,MMRP,0.39
KA,Karnataka,38,durables (2nd hand) $,Urban,MMRP,3.29
KL,Kerala,38,durables (2nd hand) $,Urban,MMRP,67.44
MP,Madhya Pradesh,38,durables (2nd hand) $,Urban,MMRP,4.34
MH,Maharashtra,38,durables (2nd hand) $,Urban,MMRP,1.66
MN,Manipur,38,durables (2nd hand) $,Urban,MMRP,2.24
ML,Meghalaya,38,durables (2nd hand) $,Urban,MMRP,1.25
MZ,Mizoram,1,cereal,Urban,MMRP,219.53
NL,Nagaland,1,cereal,Urban,MMRP,304.68
OR,Odisha,1,cereal,Urban,MMRP,202.95
PB,Punjab,1,cereal,Urban,MMRP,139.85
RJ,Rajasthan,1,cereal,Urban,MMRP,147.35
SK,Sikkim,1,cereal,Urban,MMRP,232.88
MZ,Mizoram,2,gram,Urban,MMRP,1.26
NL,Nagaland,2,gram,Urban,MMRP,0.44
OR,Odisha,2,gram,Urban,MMRP,0.81
PB,Punjab,2,gram,Urban,MMRP,7.79
RJ,Rajasthan,2,gram,Urban,MMRP,0.56
SK,Sikkim,2,gram,Urban,MMRP,2.6
MZ,Mizoram,3,cereal substitutes,Urban,MMRP,0.44
NL,Nagaland,3,cereal substitutes,Urban,MMRP,0.16
OR,Odisha,3,cereal substitutes,Urban,MMRP,0
PB,Punjab,3,cereal substitutes,Urban,MMRP,0.03
RJ,Rajasthan,3,cereal substitutes,Urban,MMRP,0.14
SK,Sikkim,3,cereal substitutes,Urban,MMRP,0
MZ,Mizoram,4,pulses and pulse products,Urban,MMRP,39.05
NL,Nagaland,4,pulses and pulse products,Urban,MMRP,23.49
OR,Odisha,4,pulses and pulse products,Urban,MMRP,42.11
PB,Punjab,4,pulses and pulse products,Urban,MMRP,48.17
RJ,Rajasthan,4,pulses and pulse products,Urban,MMRP,32.47
SK,Sikkim,4,pulses and pulse products,Urban,MMRP,28.52
MZ,Mizoram,5,milk and milk products,Urban,MMRP,99.62
NL,Nagaland,5,milk and milk products,Urban,MMRP,100.5
OR,Odisha,5,milk and milk products,Urban,MMRP,69.17
PB,Punjab,5,milk and milk products,Urban,MMRP,347.33
RJ,Rajasthan,5,milk and milk products,Urban,MMRP,294.81
SK,Sikkim,5,milk and milk products,Urban,MMRP,146.78
MZ,Mizoram,6,sugar,Urban,MMRP,21.02
NL,Nagaland,6,sugar,Urban,MMRP,11.36
OR,Odisha,6,sugar,Urban,MMRP,17.34
PB,Punjab,6,sugar,Urban,MMRP,48.12
RJ,Rajasthan,6,sugar,Urban,MMRP,34.44
SK,Sikkim,6,sugar,Urban,MMRP,17.55
MZ,Mizoram,7,salt,Urban,MMRP,3.37
NL,Nagaland,7,salt,Urban,MMRP,2.46
OR,Odisha,7,salt,Urban,MMRP,3.09
PB,Punjab,7,salt,Urban,MMRP,2.83
RJ,Rajasthan,7,salt,Urban,MMRP,2.82
SK,Sikkim,7,salt,Urban,MMRP,1.87
MZ,Mizoram,8,edible oil,Urban,MMRP,66.68
NL,Nagaland,8,edible oil,Urban,MMRP,26.74
OR,Odisha,8,edible oil,Urban,MMRP,44.48
PB,Punjab,8,edible oil,Urban,MMRP,72.74
RJ,Rajasthan,8,edible oil,Urban,MMRP,65.86
SK,Sikkim,8,edible oil,Urban,MMRP,62.43
MZ,Mizoram,9,"egg, fish & meat",Urban,MMRP,303.66
NL,Nagaland,9,"egg, fish & meat",Urban,MMRP,283.88
OR,Odisha,9,"egg, fish & meat",Urban,MMRP,88.81
PB,Punjab,9,"egg, fish & meat",Urban,MMRP,20.98
RJ,Rajasthan,9,"egg, fish & meat",Urban,MMRP,34.11
SK,Sikkim,9,"egg, fish & meat",Urban,MMRP,124.53
MZ,Mizoram,10,vegetables,Urban,MMRP,254.38
NL,Nagaland,10,vegetables,Urban,MMRP,181.06
OR,Odisha,10,vegetables,Urban,MMRP,126.28
PB,Punjab,10,vegetables,Urban,MMRP,131.1
RJ,Rajasthan,10,vegetables,Urban,MMRP,107.55
SK,Sikkim,10,vegetables,Urban,MMRP,156.56
MZ,Mizoram,11,fruits (fresh),Urban,MMRP,33.39
NL,Nagaland,11,fruits (fresh),Urban,MMRP,53.47
OR,Odisha,11,fruits (fresh),Urban,MMRP,43.23
PB,Punjab,11,fruits (fresh),Urban,MMRP,64.05
RJ,Rajasthan,11,fruits (fresh),Urban,MMRP,60.55
SK,Sikkim,11,fruits (fresh),Urban,MMRP,43.91
MZ,Mizoram,12,fruits (dry),Urban,MMRP,1.61
NL,Nagaland,12,fruits (dry),Urban,MMRP,3.65
OR,Odisha,12,fruits (dry),Urban,MMRP,4.62
PB,Punjab,12,fruits (dry),Urban,MMRP,11.15
RJ,Rajasthan,12,fruits (dry),Urban,MMRP,19.32
SK,Sikkim,12,fruits (dry),Urban,MMRP,0.54
MZ,Mizoram,13,spices,Urban,MMRP,34.51
NL,Nagaland,13,spices,Urban,MMRP,37.57
OR,Odisha,13,spices,Urban,MMRP,43.2
PB,Punjab,13,spices,Urban,MMRP,57.42
RJ,Rajasthan,13,spices,Urban,MMRP,59.34
SK,Sikkim,13,spices,Urban,MMRP,41.49
MZ,Mizoram,14,"beverages, refreshments, etc.",Urban,MMRP,157.19
NL,Nagaland,14,"beverages, refreshments, etc.",Urban,MMRP,130.67
OR,Odisha,14,"beverages, refreshments, etc.",Urban,MMRP,195.59
PB,Punjab,14,"beverages, refreshments, etc.",Urban,MMRP,193.43
RJ,Rajasthan,14,"beverages, refreshments, etc.",Urban,MMRP,234.1
SK,Sikkim,14,"beverages, refreshments, etc.",Urban,MMRP,291.55
MZ,Mizoram,15,food: total (1-14),Urban,MMRP,1235.72
NL,Nagaland,15,food: total (1-14),Urban,MMRP,1160.13
OR,Odisha,15,food: total (1-14),Urban,MMRP,881.67
PB,Punjab,15,food: total (1-14),Urban,MMRP,1145
RJ,Rajasthan,15,food: total (1-14),Urban,MMRP,1093.42
SK,Sikkim,15,food: total (1-14),Urban,MMRP,1151.22
MZ,Mizoram,16,"pan, tobacco & intoxicants",Urban,MMRP,180.65
NL,Nagaland,16,"pan, tobacco & intoxicants",Urban,MMRP,67.02
OR,Odisha,16,"pan, tobacco & intoxicants",Urban,MMRP,35.29
PB,Punjab,16,"pan, tobacco & intoxicants",Urban,MMRP,40.69
RJ,Rajasthan,16,"pan, tobacco & intoxicants",Urban,MMRP,41.31
SK,Sikkim,16,"pan, tobacco & intoxicants",Urban,MMRP,85.48
MZ,Mizoram,17,fuel and light,Urban,MMRP,159.29
NL,Nagaland,17,fuel and light,Urban,MMRP,146.88
OR,Odisha,17,fuel and light,Urban,MMRP,142.85
PB,Punjab,17,fuel and light,Urban,MMRP,263.78
RJ,Rajasthan,17,fuel and light,Urban,MMRP,180.97
SK,Sikkim,17,fuel and light,Urban,MMRP,125.31
MZ,Mizoram,18,clothing & bedding,Urban,MMRP,163.56
NL,Nagaland,18,clothing & bedding,Urban,MMRP,153.62
OR,Odisha,18,clothing & bedding,Urban,MMRP,115.82
PB,Punjab,18,clothing & bedding,Urban,MMRP,159.36
RJ,Rajasthan,18,clothing & bedding,Urban,MMRP,146.14
SK,Sikkim,18,clothing & bedding,Urban,MMRP,188.75
MZ,Mizoram,19,footwear,Urban,MMRP,69.51
NL,Nagaland,19,footwear,Urban,MMRP,45.61
OR,Odisha,19,footwear,Urban,MMRP,17.27
PB,Punjab,19,footwear,Urban,MMRP,35.57
RJ,Rajasthan,19,footwear,Urban,MMRP,32.37
SK,Sikkim,19,footwear,Urban,MMRP,55.93
MZ,Mizoram,20,education,Urban,MMRP,85.8
NL,Nagaland,20,education,Urban,MMRP,186.63
OR,Odisha,20,education,Urban,MMRP,111.24
PB,Punjab,20,education,Urban,MMRP,225.25
RJ,Rajasthan,20,education,Urban,MMRP,227.3
SK,Sikkim,20,education,Urban,MMRP,254.78
MZ,Mizoram,21,medical (institutional),Urban,MMRP,5.61
NL,Nagaland,21,medical (institutional),Urban,MMRP,2.96
OR,Odisha,21,medical (institutional),Urban,MMRP,15.93
PB,Punjab,21,medical (institutional),Urban,MMRP,72.74
RJ,Rajasthan,21,medical (institutional),Urban,MMRP,19.61
SK,Sikkim,21,medical (institutional),Urban,MMRP,0.32
MZ,Mizoram,22,medical (non-institutional),Urban,MMRP,35.69
NL,Nagaland,22,medical (non-institutional),Urban,MMRP,17.28
OR,Odisha,22,medical (non-institutional),Urban,MMRP,72.57
PB,Punjab,22,medical (non-institutional),Urban,MMRP,124.19
RJ,Rajasthan,22,medical (non-institutional),Urban,MMRP,72.22
SK,Sikkim,22,medical (non-institutional),Urban,MMRP,31.97
MZ,Mizoram,23,entertainment,Urban,MMRP,43.16
NL,Nagaland,23,entertainment,Urban,MMRP,56.99
OR,Odisha,23,entertainment,Urban,MMRP,29.47
PB,Punjab,23,entertainment,Urban,MMRP,40.61
RJ,Rajasthan,23,entertainment,Urban,MMRP,33.35
SK,Sikkim,23,entertainment,Urban,MMRP,70.02
MZ,Mizoram,24,minor durable-type goods,Urban,MMRP,22.64
NL,Nagaland,24,minor durable-type goods,Urban,MMRP,17.74
OR,Odisha,24,minor durable-type goods,Urban,MMRP,9.5
PB,Punjab,24,minor durable-type goods,Urban,MMRP,5.05
RJ,Rajasthan,24,minor durable-type goods,Urban,MMRP,4.5
SK,Sikkim,24,minor durable-type goods,Urban,MMRP,14.22
MZ,Mizoram,25,toilet articles,Urban,MMRP,54.51
NL,Nagaland,25,toilet articles,Urban,MMRP,64.52
OR,Odisha,25,toilet articles,Urban,MMRP,33.22
PB,Punjab,25,toilet articles,Urban,MMRP,58.51
RJ,Rajasthan,25,toilet articles,Urban,MMRP,49.75
SK,Sikkim,25,toilet articles,Urban,MMRP,49.18
MZ,Mizoram,26,other household consumables,Urban,MMRP,40.45
NL,Nagaland,26,other household consumables,Urban,MMRP,29.22
OR,Odisha,26,other household consumables,Urban,MMRP,30.23
PB,Punjab,26,other household consumables,Urban,MMRP,55.64
RJ,Rajasthan,26,other household consumables,Urban,MMRP,44.93
SK,Sikkim,26,other household consumables,Urban,MMRP,36.87
MZ,Mizoram,27,consum. services excl. conveyance,Urban,MMRP,215.28
NL,Nagaland,27,consum. services excl. conveyance,Urban,MMRP,108.83
OR,Odisha,27,consum. services excl. conveyance,Urban,MMRP,79.4
PB,Punjab,27,consum. services excl. conveyance,Urban,MMRP,138.84
RJ,Rajasthan,27,consum. services excl. conveyance,Urban,MMRP,118.77
SK,Sikkim,27,consum. services excl. conveyance,Urban,MMRP,127.14
MZ,Mizoram,28,conveyance,Urban,MMRP,108.85
NL,Nagaland,28,conveyance,Urban,MMRP,108.9
OR,Odisha,28,conveyance,Urban,MMRP,101.28
PB,Punjab,28,conveyance,Urban,MMRP,191.47
RJ,Rajasthan,28,conveyance,Urban,MMRP,180.25
SK,Sikkim,28,conveyance,Urban,MMRP,123.88
MZ,Mizoram,29,rent,Urban,MMRP,77.09
NL,Nagaland,29,rent,Urban,MMRP,45.49
OR,Odisha,29,rent,Urban,MMRP,177.47
PB,Punjab,29,rent,Urban,MMRP,78.19
RJ,Rajasthan,29,rent,Urban,MMRP,86.44
SK,Sikkim,29,rent,Urban,MMRP,236.3
MZ,Mizoram,30,taxes & cesses,Urban,MMRP,18.72
NL,Nagaland,30,taxes & cesses,Urban,MMRP,14.08
OR,Odisha,30,taxes & cesses,Urban,MMRP,9.85
PB,Punjab,30,taxes & cesses,Urban,MMRP,10.03
RJ,Rajasthan,30,taxes & cesses,Urban,MMRP,11.83
SK,Sikkim,30,taxes & cesses,Urban,MMRP,14.74
MZ,Mizoram,31,durable goods,Urban,MMRP,51.23
NL,Nagaland,31,durable goods,Urban,MMRP,58.57
OR,Odisha,31,durable goods,Urban,MMRP,77.57
PB,Punjab,31,durable goods,Urban,MMRP,149.1
RJ,Rajasthan,31,durable goods,Urban,MMRP,99.27
SK,Sikkim,31,durable goods,Urban,MMRP,41.81
MZ,Mizoram,32,non-food: total (16-31),Urban,MMRP,1332.02
NL,Nagaland,32,non-food: total (16-31),Urban,MMRP,1124.34
OR,Odisha,32,non-food: total (16-31),Urban,MMRP,1058.97
PB,Punjab,32,non-food: total (16-31),Urban,MMRP,1649.02
RJ,Rajasthan,32,non-food: total (16-31),Urban,MMRP,1348.99
SK,Sikkim,32,non-food: total (16-31),Urban,MMRP,1456.69
MZ,Mizoram,33,total expenditure (15+32),Urban,MMRP,2567.72
NL,Nagaland,33,total expenditure (15+32),Urban,MMRP,2284.43
OR,Odisha,33,total expenditure (15+32),Urban,MMRP,1940.61
PB,Punjab,33,total expenditure (15+32),Urban,MMRP,2794.02
RJ,Rajasthan,33,total expenditure (15+32),Urban,MMRP,2442.4
SK,Sikkim,33,total expenditure (15+32),Urban,MMRP,2607.87
MZ,Mizoram,34,cooked meals recd. free in workpl.*,Urban,MMRP,0.86
NL,Nagaland,34,cooked meals recd. free in workpl.*,Urban,MMRP,0
OR,Odisha,34,cooked meals recd. free in workpl.*,Urban,MMRP,3.08
PB,Punjab,34,cooked meals recd. free in workpl.*,Urban,MMRP,0.6
RJ,Rajasthan,34,cooked meals recd. free in workpl.*,Urban,MMRP,6.62
SK,Sikkim,34,cooked meals recd. free in workpl.*,Urban,MMRP,12.58
MZ,Mizoram,35,cooked meals recd. as assistance *,Urban,MMRP,19.2
NL,Nagaland,35,cooked meals recd. as assistance *,Urban,MMRP,0.1
OR,Odisha,35,cooked meals recd. as assistance *,Urban,MMRP,10.61
PB,Punjab,35,cooked meals recd. as assistance *,Urban,MMRP,4.8
RJ,Rajasthan,35,cooked meals recd. as assistance *,Urban,MMRP,5.27
SK,Sikkim,35,cooked meals recd. as assistance *,Urban,MMRP,36.36
MZ,Mizoram,36,clothing & footwear (2nd hand) **,Urban,MMRP,4.47
NL,Nagaland,36,clothing & footwear (2nd hand) **,Urban,MMRP,15
OR,Odisha,36,clothing & footwear (2nd hand) **,Urban,MMRP,0.05
PB,Punjab,36,clothing & footwear (2nd hand) **,Urban,MMRP,1.32
RJ,Rajasthan,36,clothing & footwear (2nd hand) **,Urban,MMRP,0.44
SK,Sikkim,36,clothing & footwear (2nd hand) **,Urban,MMRP,0.05
MZ,Mizoram,37,"books, journals, etc. (2nd hand) @",Urban,MMRP,0.33
NL,Nagaland,37,"books, journals, etc. (2nd hand) @",Urban,MMRP,0.84
OR,Odisha,37,"books, journals, etc. (2nd hand) @",Urban,MMRP,0.09
PB,Punjab,37,"books, journals, etc. (2nd hand) @",Urban,MMRP,1.5
RJ,Rajasthan,37,"books, journals, etc. (2nd hand) @",Urban,MMRP,0.34
SK,Sikkim,37,"books, journals, etc. (2nd hand) @",Urban,MMRP,0.38
MZ,Mizoram,38,durables (2nd hand) $,Urban,MMRP,2.41
NL,Nagaland,38,durables (2nd hand) $,Urban,MMRP,0.05
OR,Odisha,38,durables (2nd hand) $,Urban,MMRP,0.23
PB,Punjab,38,durables (2nd hand) $,Urban,MMRP,3.78
RJ,Rajasthan,38,durables (2nd hand) $,Urban,MMRP,2.78
SK,Sikkim,38,durables (2nd hand) $,Urban,MMRP,0
TN,Tamil Nadu,1,cereal,Urban,MMRP,171.65
TR,Tripura,1,cereal,Urban,MMRP,229.77
UP,Uttar Pradesh,1,cereal,Urban,MMRP,149.64
UT,Uttarakhand,1,cereal,Urban,MMRP,191.96
WB,West Bengal,1,cereal,Urban,MMRP,206.87
AN,Andaman & Nicobar Islands,1,cereal,Urban,MMRP,192.27
TN,Tamil Nadu,2,gram,Urban,MMRP,6.83
TR,Tripura,2,gram,Urban,MMRP,0.19
UP,Uttar Pradesh,2,gram,Urban,MMRP,1.53
UT,Uttarakhand,2,gram,Urban,MMRP,3.48
WB,West Bengal,2,gram,Urban,MMRP,0.88
AN,Andaman & Nicobar Islands,2,gram,Urban,MMRP,2.32
TN,Tamil Nadu,3,cereal substitutes,Urban,MMRP,0.24
TR,Tripura,3,cereal substitutes,Urban,MMRP,0.22
UP,Uttar Pradesh,3,cereal substitutes,Urban,MMRP,0.3
UT,Uttarakhand,3,cereal substitutes,Urban,MMRP,0
WB,West Bengal,3,cereal substitutes,Urban,MMRP,0.03
AN,Andaman & Nicobar Islands,3,cereal substitutes,Urban,MMRP,0.06
TN,Tamil Nadu,4,pulses and pulse products,Urban,MMRP,52.37
TR,Tripura,4,pulses and pulse products,Urban,MMRP,31.78
UP,Uttar Pradesh,4,pulses and pulse products,Urban,MMRP,48.14
UT,Uttarakhand,4,pulses and pulse products,Urban,MMRP,55.16
WB,West Bengal,4,pulses and pulse products,Urban,MMRP,35.66
AN,Andaman & Nicobar Islands,4,pulses and pulse products,Urban,MMRP,69.88
TN,Tamil Nadu,5,milk and milk products,Urban,MMRP,146.67
TR,Tripura,5,milk and milk products,Urban,MMRP,61.87
UP,Uttar Pradesh,5,milk and milk products,Urban,MMRP,192.29
UT,Uttarakhand,5,milk and milk products,Urban,MMRP,245.24
WB,West Bengal,5,milk and milk products,Urban,MMRP,84.39
AN,Andaman & Nicobar Islands,5,milk and milk products,Urban,MMRP,147.83
TN,Tamil Nadu,6,sugar,Urban,MMRP,15.43
TR,Tripura,6,sugar,Urban,MMRP,10.27
UP,Uttar Pradesh,6,sugar,Urban,MMRP,29.36
UT,Uttarakhand,6,sugar,Urban,MMRP,30.74
WB,West Bengal,6,sugar,Urban,MMRP,21.1
AN,Andaman & Nicobar Islands,6,sugar,Urban,MMRP,13.98
TN,Tamil Nadu,7,salt,Urban,MMRP,2.79
TR,Tripura,7,salt,Urban,MMRP,4.15
UP,Uttar Pradesh,7,salt,Urban,MMRP,2.42
UT,Uttarakhand,7,salt,Urban,MMRP,2.65
WB,West Bengal,7,salt,Urban,MMRP,3.21
AN,Andaman & Nicobar Islands,7,salt,Urban,MMRP,3.46
TN,Tamil Nadu,8,edible oil,Urban,MMRP,49.35
TR,Tripura,8,edible oil,Urban,MMRP,64.75
UP,Uttar Pradesh,8,edible oil,Urban,MMRP,61.93
UT,Uttarakhand,8,edible oil,Urban,MMRP,69.17
WB,West Bengal,8,edible oil,Urban,MMRP,77.15
AN,Andaman & Nicobar Islands,8,edible oil,Urban,MMRP,125.21
TN,Tamil Nadu,9,"egg, fish & meat",Urban,MMRP,126.76
TR,Tripura,9,"egg, fish & meat",Urban,MMRP,279.97
UP,Uttar Pradesh,9,"egg, fish & meat",Urban,MMRP,45.41
UT,Uttarakhand,9,"egg, fish & meat",Urban,MMRP,59.79
WB,West Bengal,9,"egg, fish & meat",Urban,MMRP,227.27
AN,Andaman & Nicobar Islands,9,"egg, fish & meat",Urban,MMRP,227.85
TN,Tamil Nadu,10,vegetables,Urban,MMRP,108.77
TR,Tripura,10,vegetables,Urban,MMRP,182.39
UP,Uttar Pradesh,10,vegetables,Urban,MMRP,107.32
UT,Uttarakhand,10,vegetables,Urban,MMRP,126.73
WB,West Bengal,10,vegetables,Urban,MMRP,134.16
AN,Andaman & Nicobar Islands,10,vegetables,Urban,MMRP,276.02
TN,Tamil Nadu,11,fruits (fresh),Urban,MMRP,81.63
TR,Tripura,11,fruits (fresh),Urban,MMRP,43.63
UP,Uttar Pradesh,11,fruits (fresh),Urban,MMRP,46.55
UT,Uttarakhand,11,fruits (fresh),Urban,MMRP,64.28
WB,West Bengal,11,fruits (fresh),Urban,MMRP,58.15
AN,Andaman & Nicobar Islands,11,fruits (fresh),Urban,MMRP,129.22
TN,Tamil Nadu,12,fruits (dry),Urban,MMRP,8.37
TR,Tripura,12,fruits (dry),Urban,MMRP,2.41
UP,Uttar Pradesh,12,fruits (dry),Urban,MMRP,16.48
UT,Uttarakhand,12,fruits (dry),Urban,MMRP,19.04
WB,West Bengal,12,fruits (dry),Urban,MMRP,6.09
AN,Andaman & Nicobar Islands,12,fruits (dry),Urban,MMRP,14.07
